,gene_ids,feature_types,mito,n_cells,highly_variable,means,dispersions,dispersions_norm
RPL7,ENSG00000147604,Gene Expression,False,961,False,2.6443908766824946,0.43787145606130246,-0.7430117
COL14A1,ENSG00000187955,Gene Expression,False,922,False,1.59333338463307,0.40955879141996354,-0.5106026
VPS28,ENSG00000160948,Gene Expression,False,767,False,1.020016749808327,0.14465775438142828,-0.74505264
PABPC1,ENSG00000070756,Gene Expression,False,947,False,1.7813496515574125,0.18612107045741672,-0.76317054
EIF3E,ENSG00000104408,Gene Expression,False,766,False,0.9973979108534758,0.15198269626691965,-0.5996765
RPS20,ENSG00000008988,Gene Expression,False,961,False,2.1726341466632784,0.22397633089913907,-0.7868893
CTSB,ENSG00000164733,Gene Expression,False,955,True,2.1657928875431423,1.5509110661282122,0.1807719
PLEC,ENSG00000178209,Gene Expression,False,768,True,1.0499138801448635,0.38484447140284256,0.46537942
COX6C,ENSG00000164919,Gene Expression,False,845,False,1.2433154442547918,0.2698917186616268,-0.42182943
EEF1D,ENSG00000104529,Gene Expression,False,950,False,1.9614851601434267,0.2669889609710563,-0.7834
RPL8,ENSG00000161016,Gene Expression,False,961,False,2.969198019479643,0.5117255203247766,-0.78304917
SORBS3,ENSG00000120896,Gene Expression,False,767,False,1.0127391654811262,0.15250414751977182,-0.7055104
RPS6,ENSG00000137154,Gene Expression,False,961,False,2.7236831684596607,0.4473698844190145,-0.721704
ANXA1,ENSG00000135046,Gene Expression,False,846,False,1.1619131401661924,0.16199625234939347,-0.6576745
STOM,ENSG00000148175,Gene Expression,False,840,True,1.1978673284125854,0.311943507057544,-0.25295076
RPL35,ENSG00000136942,Gene Expression,False,961,False,2.977628184061114,0.46472771969144233,-0.87367314
TNC,ENSG00000041982,Gene Expression,False,850,True,1.3591538841870074,0.7266358480112981,1.4124408
ALDH1B1,ENSG00000137124,Gene Expression,False,710,True,0.9745838603535025,0.5175483411758969,2.52464
RPL12,ENSG00000197958,Gene Expression,False,961,False,2.93133482971112,0.5402373550372962,-0.57850915
C9orf16,ENSG00000171159,Gene Expression,False,831,False,1.1561947973150402,0.22973703982516466,-0.31629166
HNRNPK,ENSG00000165119,Gene Expression,False,850,False,1.2365562815741857,0.1940277793484074,-0.7264967
TPM2,ENSG00000198467,Gene Expression,False,961,True,3.510541689458009,2.0764347353136263,0.506436
TLN1,ENSG00000137076,Gene Expression,False,917,False,1.5040912301405938,0.33057476505318045,-0.31888145
FBXW5,ENSG00000159069,Gene Expression,False,791,False,1.0639156668693328,0.17358857773713096,-0.5992544
PTGDS,ENSG00000107317,Gene Expression,False,942,True,2.316959253872336,2.509345861839122,2.6686027
PHPT1,ENSG00000054148,Gene Expression,False,836,False,1.2369533149801675,0.2761831944363178,-0.39656308
EDF1,ENSG00000107223,Gene Expression,False,901,False,1.3878163569261928,0.19188711254258348,-0.6690846
GSN,ENSG00000148180,Gene Expression,False,953,True,2.4790033934776465,1.159611939956186,0.61126524
RPL7A,ENSG00000148303,Gene Expression,False,961,False,2.6453545004509973,0.33873666570348665,-0.9654
RPS13,ENSG00000110700,Gene Expression,False,961,False,2.5000516691324846,0.42446256369849505,-0.6504541
FTH1,ENSG00000167996,Gene Expression,False,961,True,3.4320348528156983,2.024257623020884,1.6672573
CAVIN3,ENSG00000170955,Gene Expression,False,861,False,1.24475502781983,0.23235486336347744,-0.5725763
ARHGAP1,ENSG00000175220,Gene Expression,False,725,True,0.9508949850038376,0.28405073354212373,0.52904654
CD59,ENSG00000085063,Gene Expression,False,919,False,1.4921593252431276,0.25923550519049393,-0.49902177
AHNAK,ENSG00000124942,Gene Expression,False,955,False,1.973069174097254,0.21699038457408618,-0.8417468
MALAT1,ENSG00000251562,Gene Expression,False,960,True,2.5867612399074145,1.317710400773878,0.88260585
DENND2B,ENSG00000166444,Gene Expression,False,729,False,0.9180978412669711,0.17811637161278504,-0.37632433
FAU,ENSG00000149806,Gene Expression,False,961,False,2.9843379914044754,0.5628934440569203,-0.6843841
NEAT1,ENSG00000245532,Gene Expression,False,902,True,1.4989375397258846,0.5509633541504493,0.23762651
PRSS23,ENSG00000150687,Gene Expression,False,806,True,1.13534130039045,0.5095071207845862,1.0936226
LDHA,ENSG00000134333,Gene Expression,False,780,True,1.0691856715312062,0.29282508086126396,0.0016434458
HSPA8,ENSG00000109971,Gene Expression,False,904,False,1.4553279443430747,0.3123495351020529,-0.36490238
RPS3,ENSG00000149273,Gene Expression,False,961,False,2.6491248257284172,0.4530690679958796,-0.70891905
SERPINH1,ENSG00000149257,Gene Expression,False,722,True,0.9235976713316304,0.23750608857515731,0.13125148
PRDX5,ENSG00000126432,Gene Expression,False,784,False,1.0474907532427407,0.14208369834799944,-0.75802475
RPLP2,ENSG00000177600,Gene Expression,False,961,False,3.1371855198244076,0.4168192149765095,-0.9660532
CD151,ENSG00000177697,Gene Expression,False,938,False,1.764878255605305,0.5272686705794271,-0.3261381
POLR2L,ENSG00000177700,Gene Expression,False,786,True,1.0919516864267846,0.24785019728474755,-0.22500956
CD81,ENSG00000110651,Gene Expression,False,960,False,2.2280639252521532,0.3529128100194968,-0.692863
COX8A,ENSG00000176340,Gene Expression,False,886,False,1.3718754161211357,0.20606297532030798,-0.63328886
NUMA1,ENSG00000137497,Gene Expression,False,734,False,0.9014956504981719,0.12930065228389961,-0.79352915
LAMTOR1,ENSG00000149357,Gene Expression,False,701,False,0.835919288100788,0.022294368797560134,-1.7080612
TAGLN,ENSG00000149591,Gene Expression,False,961,False,4.3788962005113525,2.5407277162223614,-0.6203594
NNMT,ENSG00000166741,Gene Expression,False,920,True,1.9332601491114425,2.0421257800468453,1.2881303
EIF4G2,ENSG00000110321,Gene Expression,False,792,False,1.0692771130164465,0.17817647786436483,-0.5761335
EIF3F,ENSG00000175390,Gene Expression,False,769,False,1.0489906372364262,0.2257448033120428,-0.33641073
ATP5MG,ENSG00000167283,Gene Expression,False,800,True,1.1072228439823182,0.25397159003204944,-0.19416052
CTSD,ENSG00000117984,Gene Expression,False,960,True,2.590285333826257,2.1912181330485025,2.3817863
CTSF,ENSG00000174080,Gene Expression,False,700,True,0.8965709026781993,0.26444539568303926,0.361489
SERPING1,ENSG00000149131,Gene Expression,False,959,False,2.3133391163983203,0.5501698844856584,-0.3692936
CD44,ENSG00000026508,Gene Expression,False,712,True,0.9499068334253108,0.3412182644245851,1.0176303
LTBP3,ENSG00000168056,Gene Expression,False,905,False,1.4401224107431216,0.306622642542395,-0.37936348
VEGFB,ENSG00000173511,Gene Expression,False,832,False,1.152142397362328,0.2044806095556285,-0.4435726
CFL1,ENSG00000172757,Gene Expression,False,946,False,1.7708330811937203,0.2082039973212936,-0.73488086
IFITM3,ENSG00000142089,Gene Expression,False,961,True,2.5404636256936923,0.7142481467811419,-0.15310203
ILK,ENSG00000166333,Gene Expression,False,865,True,1.2993501591419803,0.30975812038124884,-0.2617272
APLP2,ENSG00000084234,Gene Expression,False,933,False,1.661455479906919,0.3455652811111194,-0.6227071
IFITM2,ENSG00000185201,Gene Expression,False,926,True,1.6390377431391818,0.5597644474020491,-0.24747066
RPS25,ENSG00000118181,Gene Expression,False,960,False,2.550737995260467,0.41970991109186634,-0.658611
MCAM,ENSG00000076706,Gene Expression,False,943,True,2.0536062235633548,1.1222459302473222,0.21465866
GSTP1,ENSG00000084207,Gene Expression,False,924,False,1.6127947453381222,0.24501337646822746,-0.7988551
NDUFV1,ENSG00000167792,Gene Expression,False,718,True,0.9298280236457358,0.1962905872391907,-0.2209979
RNH1,ENSG00000023191,Gene Expression,False,791,False,1.0366209348350144,0.13917293227005734,-0.7726937
C11orf96,ENSG00000187479,Gene Expression,False,955,True,2.3813482548931377,1.9375743862308588,1.7820145
RPL27A,ENSG00000166441,Gene Expression,False,961,False,2.801590540022564,0.19488006681392886,-1.1468699
DKK3,ENSG00000050165,Gene Expression,False,701,True,0.9426122324383822,0.38684827533871297,1.4076085
CCDC3,ENSG00000151468,Gene Expression,False,723,True,1.0462482076449995,0.5665606331940767,1.3811464
VIM,ENSG00000026025,Gene Expression,False,961,False,3.5108599819939563,0.8712296407801373,-1.4997262
SVIL,ENSG00000197321,Gene Expression,False,739,True,0.99913981727993,0.36480219472920206,1.2191911
ANXA11,ENSG00000122359,Gene Expression,False,758,False,0.9740265434543113,0.13272213746042208,-0.76428735
RPS24,ENSG00000138326,Gene Expression,False,959,False,2.3200046051348213,0.39025127978560054,-0.6172632
ACTA2,ENSG00000107796,Gene Expression,False,961,True,3.4961877986188843,2.084195442898929,0.5193543
HTRA1,ENSG00000166033,Gene Expression,False,891,False,1.37992532066876,0.27286844530431986,-0.46459693
CXCL12,ENSG00000107562,Gene Expression,False,955,True,2.056629095710138,0.8288276789282063,-0.12775145
VCL,ENSG00000035403,Gene Expression,False,878,True,1.3863148422305884,0.4363555739179793,-0.05177207
GDI2,ENSG00000057608,Gene Expression,False,721,True,0.9231494612540652,0.22419153786276594,0.017458325
ATP5MK,ENSG00000173915,Gene Expression,False,737,False,0.9194100609803398,0.12401244528547299,-0.838725
PLAC9,ENSG00000189129,Gene Expression,False,746,True,1.0237493023183912,0.37809715370102587,0.431376
ITGB1,ENSG00000150093,Gene Expression,False,877,False,1.2679989617615266,0.2534262113751139,-0.4879544
ANAPC16,ENSG00000166295,Gene Expression,False,714,True,0.8963998441431767,0.2202457381464495,-0.016264558
PSAP,ENSG00000197746,Gene Expression,False,961,True,3.0020489683979,1.3106221732998398,0.75743115
SNCG,ENSG00000173267,Gene Expression,False,774,True,1.1427406922335186,0.5115870751105713,1.1041046
ADIRF,ENSG00000148671,Gene Expression,False,961,True,3.289087906238508,1.4813632703661717,-0.059688214
YBX3,ENSG00000060138,Gene Expression,False,768,True,1.0381917575936566,0.30362639190870344,0.056077152
MGP,ENSG00000111341,Gene Expression,False,961,True,2.681381793190141,1.558987596339067,1.7719787
ITGA5,ENSG00000161638,Gene Expression,False,754,True,1.0674243405909476,0.4665120878676347,0.87694716
IGFBP6,ENSG00000167779,Gene Expression,False,786,True,1.1682419866384104,0.48118630504690585,0.9508986
TMBIM6,ENSG00000139644,Gene Expression,False,857,False,1.246146425169548,0.2204132592471431,-0.6205334
BTG1,ENSG00000133639,Gene Expression,False,728,True,0.9737599079253202,0.34347238507689076,1.0368953
LYZ,ENSG00000090382,Gene Expression,False,798,True,1.3718469462356344,1.8174631649647894,3.4356923
DAZAP2,ENSG00000183283,Gene Expression,False,781,True,1.0614218503001847,0.26596521919554916,-0.13371807
RAP1B,ENSG00000127314,Gene Expression,False,726,False,0.9098689614080393,0.15199683205479222,-0.5995557
LRP1,ENSG00000123384,Gene Expression,False,872,True,1.3847011288261246,0.4038684643010968,-0.13380596
RPLP0,ENSG00000089157,Gene Expression,False,961,False,2.624587865970147,0.44616832877486434,-0.72439945
PEBP1,ENSG00000089220,Gene Expression,False,717,True,0.8979672359028293,0.19452228613267356,-0.23611073
OS9,ENSG00000135506,Gene Expression,False,785,True,1.0609116994592978,0.25785361429271786,-0.17459688
A2M,ENSG00000175899,Gene Expression,False,961,True,2.903503945487159,1.086695307574622,0.3208067
C12orf75,ENSG00000235162,Gene Expression,False,762,True,1.1629180893467446,0.6393864843020715,1.7481557
C1S,ENSG00000182326,Gene Expression,False,919,True,1.7155522917722374,0.6528112583949073,-0.08447021
C1R,ENSG00000159403,Gene Expression,False,943,False,1.9571619136406646,0.5864751555511466,-0.41056943
LUM,ENSG00000139329,Gene Expression,False,866,True,1.527326905651049,0.753733642695101,0.7496461
DCN,ENSG00000011465,Gene Expression,False,945,True,2.386675458943939,1.9574925663548428,1.8128996
COX6A1,ENSG00000111775,Gene Expression,False,838,False,1.1816643276546135,0.12421146182617546,-0.8480927
DYNLL1,ENSG00000088986,Gene Expression,False,830,False,1.1565358603644322,0.1521853804583434,-0.70711684
TUBA1B,ENSG00000123416,Gene Expression,False,893,True,1.4904124892322905,0.3868387676188316,-0.17680801
C12orf57,ENSG00000111678,Gene Expression,False,950,False,1.8386767920239098,0.36362909887764383,-0.53577113
TPI1,ENSG00000111669,Gene Expression,False,872,False,1.2652468763350364,0.22960546024941392,-0.5836178
NAP1L1,ENSG00000187109,Gene Expression,False,842,False,1.2229750973396698,0.17833358336973162,-0.7895241
PTMS,ENSG00000159335,Gene Expression,False,921,False,1.4840007873093626,0.19552080314352924,-0.6599091
VWF,ENSG00000110799,Gene Expression,False,907,True,1.9529919298012517,1.7227675251504655,0.91544896
EIF4B,ENSG00000063046,Gene Expression,False,882,False,1.3841388363035518,0.2823199231839625,-0.4407308
LDHB,ENSG00000111716,Gene Expression,False,785,True,1.0570737303678377,0.2843036660594389,-0.041300617
BLOC1S1,ENSG00000135441,Gene Expression,False,781,False,1.075777208183171,0.20113281700790853,-0.46044397
CD63,ENSG00000135404,Gene Expression,False,960,False,2.439242226540714,0.45926806952664306,-0.59071827
CD9,ENSG00000010278,Gene Expression,False,755,False,0.9889551607327435,0.1633669314309715,-0.5023808
ATP5F1B,ENSG00000110955,Gene Expression,False,831,False,1.1542573290894864,0.14964597233552673,-0.7199143
PTGES3,ENSG00000110958,Gene Expression,False,724,False,0.8917170284057419,0.1042669004370988,-1.0074809
NACA,ENSG00000196531,Gene Expression,False,947,False,1.8546484191552197,0.2753653310752517,-0.6488428
GAPDH,ENSG00000111640,Gene Expression,False,961,False,2.4892385576283425,0.432301889445594,-0.63699967
PHB2,ENSG00000215021,Gene Expression,False,743,True,0.9794589326795549,0.28617861326745203,0.5472325
HNRNPA1,ENSG00000135486,Gene Expression,False,921,False,1.5381293481004605,0.2527461128005809,-0.5154083
UBC,ENSG00000150991,Gene Expression,False,961,False,2.5204008205777773,0.21389573191806388,-1.011845
HSP90B1,ENSG00000166598,Gene Expression,False,748,True,0.9858682101872871,0.25662388082128085,0.2946422
TUBA1A,ENSG00000167552,Gene Expression,False,867,False,1.3000946050570465,0.2539774893949247,-0.48574048
RPS26,ENSG00000197728,Gene Expression,False,854,False,1.2475182084062346,0.24945783703875363,-0.5038913
RPL41,ENSG00000229117,Gene Expression,False,961,False,4.078660940063878,1.3472188158368528,-0.70710677
MYL6,ENSG00000092841,Gene Expression,False,961,False,3.2019620820200743,0.9581437928552823,-0.46238407
RPL6,ENSG00000089009,Gene Expression,False,956,False,2.308284294192275,0.34163115591823245,-0.69265354
SLC25A3,ENSG00000075415,Gene Expression,False,889,False,1.3581641732898462,0.2597338986599,-0.46262294
PCBP2,ENSG00000197111,Gene Expression,False,909,False,1.5142613813337022,0.21647177202112416,-0.60700536
ATP5MC2,ENSG00000135390,Gene Expression,False,879,False,1.2719479762093349,0.13754917650157544,-0.953313
HMGB1,ENSG00000189403,Gene Expression,False,798,False,1.0579904752902534,0.14845306175369197,-0.72592604
LHFPL6,ENSG00000183722,Gene Expression,False,777,False,1.0319423762854678,0.21359403819431727,-0.39764506
TSC22D1,ENSG00000102804,Gene Expression,False,921,True,1.6119441584228917,0.6419688097232312,-0.10346414
COL4A2,ENSG00000134871,Gene Expression,False,941,True,1.852721704449705,0.7383469531197485,-0.055733003
LAMP1,ENSG00000185896,Gene Expression,False,863,False,1.2832214051135375,0.17169399457144574,-0.81618845
COL4A1,ENSG00000187498,Gene Expression,False,863,True,1.307821782974757,0.40446603243598495,0.11861683
ITM2B,ENSG00000136156,Gene Expression,False,961,False,2.2193020282429607,0.30388587810100004,-0.72861564
GAS6,ENSG00000183087,Gene Expression,False,935,False,1.705164012168996,0.4365370671552861,-0.46334177
TPT1,ENSG00000133112,Gene Expression,False,961,False,3.2066985644891477,0.6511022687385221,-0.6986986
KCTD12,ENSG00000178695,Gene Expression,False,759,True,1.0654653774633218,0.40924391367294927,0.58834153
RPL21,ENSG00000122026,Gene Expression,False,961,False,2.964776627856747,0.42286800456089213,-0.9543895
COMMD6,ENSG00000188243,Gene Expression,False,764,True,0.9952398080094653,0.19196437142887732,-0.25797203
FOS,ENSG00000170345,Gene Expression,False,846,True,1.5720626364557586,1.4684609491833343,1.3443941
LTBP2,ENSG00000119681,Gene Expression,False,814,True,1.3345712683131592,1.047545141229198,2.7012026
CALM1,ENSG00000198668,Gene Expression,False,833,False,1.212586678185108,0.24711331867484282,-0.5133068
RPL36AL,ENSG00000165502,Gene Expression,False,836,False,1.1983416068194486,0.187335147153038,-0.7533741
IGHG4,ENSG00000211892,Gene Expression,False,877,True,1.8384145523341333,3.445540337577693,3.4123592
IFI27,ENSG00000165949,Gene Expression,False,777,True,1.2295627653966237,0.790978387882393,1.6708385
LGMN,ENSG00000100600,Gene Expression,False,704,True,0.9601767158020107,0.5781324958998254,3.0424242
IGHA1,ENSG00000211895,Gene Expression,False,916,True,2.181227550086368,3.9142502960392807,1.9042265
LRP10,ENSG00000197324,Gene Expression,False,751,False,0.9327829955507657,0.10005362662382239,-1.0434897
RPS29,ENSG00000213741,Gene Expression,False,961,True,3.1070800785115047,0.9394042694197854,0.041626588
CRIP2,ENSG00000182809,Gene Expression,False,732,True,1.055932319946434,0.6327045995130154,1.7144821
ATP5MJ,ENSG00000156411,Gene Expression,False,711,False,0.8895984510320241,0.14849249950253926,-0.6295055
HSP90AA1,ENSG00000080824,Gene Expression,False,837,True,1.1940590156535447,0.40582898106228965,0.12409039
NPC2,ENSG00000119655,Gene Expression,False,890,True,1.4095154356600696,0.37286502461536086,-0.21209341
RNASE1,ENSG00000129538,Gene Expression,False,955,True,2.3692210289153937,1.2043102723266856,0.64501584
PSME1,ENSG00000092010,Gene Expression,False,846,False,1.2338268837941577,0.26424780396889885,-0.44449523
NEDD8,ENSG00000129559,Gene Expression,False,758,True,0.9826994263970581,0.21132515237847993,-0.09250458
LGALS3,ENSG00000131981,Gene Expression,False,834,True,1.2763821873757835,0.4958180648592229,0.48548377
ZFP36L1,ENSG00000185650,Gene Expression,False,890,False,1.3513325408550259,0.22360150401613785,-0.6077295
ACTN1,ENSG00000072110,Gene Expression,False,894,True,1.4690451028701326,0.5195577173491012,0.15832345
IGHG1,ENSG00000211896,Gene Expression,False,959,True,3.1855890557794875,5.153944728543246,2.7669141
IGHG3,ENSG00000211897,Gene Expression,False,841,True,1.9180336147312187,4.0623524149396175,3.6456728
RPL4,ENSG00000174444,Gene Expression,False,960,False,2.4970233175454726,0.3746079537871991,-0.7360184
ISLR,ENSG00000129009,Gene Expression,False,829,True,1.2607657357134268,0.49591168511988026,0.48585972
RPS17,ENSG00000182774,Gene Expression,False,960,False,2.163897757216867,0.23168527330555438,-0.78126764
SRP14,ENSG00000140319,Gene Expression,False,826,False,1.197566906707142,0.18921298786063287,-0.74583274
EID1,ENSG00000255302,Gene Expression,False,842,False,1.1645905883982357,0.12688012364248377,-0.83464384
MORF4L1,ENSG00000185787,Gene Expression,False,877,False,1.32690526961759,0.11341469511344282,-1.0502363
NR2F2,ENSG00000185551,Gene Expression,False,811,True,1.1576718438935698,0.3103836029530909,0.09013043
TPM1,ENSG00000140416,Gene Expression,False,922,False,1.5463867265648144,0.5093950575061865,-0.33570832
ANXA2,ENSG00000182718,Gene Expression,False,917,False,1.6092763122895337,0.515735094465354,-0.32460177
RPLP1,ENSG00000137818,Gene Expression,False,961,True,3.892804550871763,0.9429401404720112,0.70710677
CTSH,ENSG00000103811,Gene Expression,False,749,True,1.0820405998275482,0.5849565594964358,1.4738536
SERF2,ENSG00000140264,Gene Expression,False,961,False,2.3405817676527185,0.376121227411404,-0.63917327
B2M,ENSG00000166710,Gene Expression,False,961,True,3.742241106201243,1.5636746747328483,-0.19974682
MFGE8,ENSG00000140545,Gene Expression,False,938,True,1.7827022405890067,0.6077353252897568,-0.22305506
PPIB,ENSG00000166794,Gene Expression,False,886,True,1.4024315319100473,0.39197446070656755,-0.16383977
PKM,ENSG00000067225,Gene Expression,False,892,False,1.3820071204739304,0.17827925388664737,-0.70344615
RPS2,ENSG00000140988,Gene Expression,False,961,False,2.9467833369198413,0.6564920828591593,-0.3871866
NDUFB10,ENSG00000140990,Gene Expression,False,747,True,0.9651165839307517,0.20894513781619053,-0.11284544
RPS15A,ENSG00000134419,Gene Expression,False,961,True,2.7292062591192208,0.8125724097192086,0.09755179
MMP2,ENSG00000087245,Gene Expression,False,950,True,2.0496395356461443,1.106851431990935,0.19669376
CYBA,ENSG00000051523,Gene Expression,False,817,True,1.2441016492481989,0.7069842478436313,1.3335207
COX4I1,ENSG00000131143,Gene Expression,False,929,False,1.6248704623071932,0.3289807678767521,-0.6517601
VKORC1,ENSG00000167397,Gene Expression,False,716,False,0.9210531660754896,0.18931387026033164,-0.2806246
MT2A,ENSG00000125148,Gene Expression,False,954,True,2.203763563361231,2.0840142008710556,0.56953496
MT1E,ENSG00000169715,Gene Expression,False,798,True,1.1300655099576287,0.3674886243630463,0.37791383
TUFM,ENSG00000178952,Gene Expression,False,701,False,0.8335871584321974,0.09844309423818845,-1.0572541
HCFC1R1,ENSG00000103145,Gene Expression,False,791,False,1.0609762224008794,0.11934810245814151,-0.8726018
TGFB1I1,ENSG00000140682,Gene Expression,False,814,True,1.1543107662486494,0.276435067158546,-0.08095479
RPL13,ENSG00000167526,Gene Expression,False,961,False,3.6725617570167963,0.7203620175579103,-0.61752385
TPSB2,ENSG00000197253,Gene Expression,False,799,True,1.6391303254383245,2.2838023357285726,2.7727182
MYH11,ENSG00000133392,Gene Expression,False,961,True,3.2280098540398505,2.237917596574706,0.5225938
ELOB,ENSG00000103363,Gene Expression,False,933,False,1.636458704937518,0.17093701021559432,-0.9286229
BCL7C,ENSG00000099385,Gene Expression,False,706,False,0.8887369014443782,0.1877951888439856,-0.29360405
PFN1,ENSG00000108518,Gene Expression,False,945,False,1.8631652264065635,0.34001770827619565,-0.5660189
SNHG29,ENSG00000175061,Gene Expression,False,879,False,1.3153887892395926,0.14860897635631032,-0.90889716
CCL2,ENSG00000108691,Gene Expression,False,703,True,1.438552161251172,2.4986214700630662,5.1556997
UBB,ENSG00000170315,Gene Expression,False,957,False,1.9461320138028926,0.12666983783558355,-0.94714814
RPL23,ENSG00000125691,Gene Expression,False,961,False,2.352873048101651,0.3834875359000112,-0.62775105
AOC3,ENSG00000131471,Gene Expression,False,760,True,1.0835209136466892,0.409545439704683,0.5898611
IGFBP4,ENSG00000141753,Gene Expression,False,960,True,2.4088674729369295,1.2997347059739577,0.79298085
EIF1,ENSG00000173812,Gene Expression,False,941,False,1.8192962451401808,0.2855159749669593,-0.63583916
RPL38,ENSG00000172809,Gene Expression,False,960,False,2.405759232851255,0.37757288269055084,-0.63692236
TIMP2,ENSG00000035862,Gene Expression,False,961,False,2.2732214084187032,0.3888316784087509,-0.61946446
C1QTNF1,ENSG00000173918,Gene Expression,False,739,True,1.0322105800135575,0.37076897534386455,0.3944453
LGALS3BP,ENSG00000108679,Gene Expression,False,840,False,1.2259001629172477,0.2764714181205442,-0.39540556
PSMC5,ENSG00000087191,Gene Expression,False,712,True,0.9028802419675914,0.2326054570855089,0.08936811
MYO1C,ENSG00000197879,Gene Expression,False,739,True,0.9531279054503121,0.21281724779186298,-0.07975235
SERPINF1,ENSG00000132386,Gene Expression,False,853,True,1.5677511462390852,1.0265844397742503,0.5703098
RPL27,ENSG00000131469,Gene Expression,False,961,False,2.3468010957413465,0.39052184697942544,-0.6168437
RPL26,ENSG00000161970,Gene Expression,False,960,False,2.250881027489632,0.5749932981329733,-0.5309118
EIF5A,ENSG00000132507,Gene Expression,False,714,True,0.9035892403227979,0.24749968796506733,0.21666206
MFAP4,ENSG00000166482,Gene Expression,False,930,True,1.69869304448369,0.5660474887589928,-0.23646396
H3-3B,ENSG00000132475,Gene Expression,False,934,False,1.6500344082446021,0.26105405315203495,-0.7707549
DYNLL2,ENSG00000264364,Gene Expression,False,732,True,0.9352595595152847,0.2693322995371511,0.40325505
RPL23A,ENSG00000198242,Gene Expression,False,960,False,2.7201568377781635,0.6448562157692411,-0.27868456
DDX5,ENSG00000108654,Gene Expression,False,887,False,1.3849874145492058,0.33516082068020325,-0.3073011
SUMO2,ENSG00000188612,Gene Expression,False,736,False,0.9369170580390287,0.13207156428073843,-0.7698475
RPL19,ENSG00000108298,Gene Expression,False,961,False,2.849113253952978,0.45422343175937246,-0.7200638
CAVIN1,ENSG00000177469,Gene Expression,False,961,True,2.3368239888289346,0.6949859467478089,-0.14474195
SNHG25,ENSG00000266402,Gene Expression,False,841,False,1.1803975288982684,0.14505158764106937,-0.7430679
ARHGDIA,ENSG00000141522,Gene Expression,False,839,True,1.1913943775250246,0.3173112498367926,-0.23139408
ACTG1,ENSG00000184009,Gene Expression,False,961,False,2.6900992842922364,0.45061689797386534,-0.71442
P4HB,ENSG00000185624,Gene Expression,False,907,False,1.4434627096468027,0.21212719230170113,-0.61797595
SEPTIN9,ENSG00000184640,Gene Expression,False,751,True,0.9740554624243017,0.21117149309331185,-0.09381784
COL1A1,ENSG00000108821,Gene Expression,False,957,True,2.8379706016360684,2.768153677357861,3.0880134
GRN,ENSG00000030582,Gene Expression,False,916,True,1.7275847271247882,0.9945661426805948,0.27250057
GABARAP,ENSG00000170296,Gene Expression,False,710,False,0.8696704529706055,0.07218361508546965,-1.2816814
MXRA7,ENSG00000182534,Gene Expression,False,915,False,1.5313971713275991,0.28940832867352495,-0.4228317
NAA38,ENSG00000183011,Gene Expression,False,813,False,1.1312556665438156,0.17954461394059407,-0.5692387
ATP5F1A,ENSG00000152234,Gene Expression,False,747,True,0.9634031108321536,0.1993755032372757,-0.19463257
MYL12A,ENSG00000101608,Gene Expression,False,728,True,0.9664493219301465,0.2401429032805839,0.15378709
MYL12B,ENSG00000118680,Gene Expression,False,769,False,0.975259538429545,0.1554235312115529,-0.5702693
RPL17,ENSG00000265681,Gene Expression,False,953,False,2.016347777735948,0.46590155057371896,-0.55127513
DSTN,ENSG00000125868,Gene Expression,False,959,True,2.421730788964476,1.0750540879185206,0.44459134
YWHAB,ENSG00000166913,Gene Expression,False,722,True,0.9431262202968422,0.3030890703568054,0.6917582
TGM2,ENSG00000198959,Gene Expression,False,931,True,2.0682674863812283,1.4379148506320503,0.58303463
CST3,ENSG00000101439,Gene Expression,False,961,True,3.0260614794814726,0.9061561726819063,-0.022484379
RPS21,ENSG00000171858,Gene Expression,False,961,False,2.9495924833169376,0.6245154488356595,-0.43981114
ATP5F1E,ENSG00000124172,Gene Expression,False,929,False,1.6642753177545306,0.2901742470210219,-0.7197418
PPDPF,ENSG00000125534,Gene Expression,False,712,True,0.8921122323894498,0.2174453500522062,-0.04019815
MYL9,ENSG00000101335,Gene Expression,False,961,False,4.321451246098467,2.5863401570495936,-0.53324527
PLTP,ENSG00000100979,Gene Expression,False,842,True,1.2720813254913341,0.41643025090586483,0.16666476
FKBP1A,ENSG00000088832,Gene Expression,False,781,False,1.0738226358104777,0.2398809464589578,-0.26517096
ROMO1,ENSG00000125995,Gene Expression,False,848,False,1.2317250662235029,0.19809179606172958,-0.7101757
NORAD,ENSG00000260032,Gene Expression,False,885,False,1.3316292653881145,0.24740315518177172,-0.51214284
CCN5,ENSG00000064205,Gene Expression,False,921,True,1.7188820918895387,0.7860863860127315,0.14900264
GNAS,ENSG00000087460,Gene Expression,False,947,False,1.752144299130383,0.12434126981510202,-0.84231454
CFD,ENSG00000197766,Gene Expression,False,732,True,1.1437768490955669,0.8710319743027697,2.9155438
CIRBP,ENSG00000099622,Gene Expression,False,920,False,1.5804711364143966,0.26780618699780445,-0.7589264
CNN2,ENSG00000064666,Gene Expression,False,765,True,1.0092726326690615,0.24307959901536472,0.17888565
OAZ1,ENSG00000104904,Gene Expression,False,935,False,1.6874480096094462,0.3704407336579006,-0.57913005
RPL36,ENSG00000130255,Gene Expression,False,961,False,3.3208808050678207,0.7306092239354206,-0.548821
UQCR11,ENSG00000127540,Gene Expression,False,928,False,1.6413851470171266,0.23352607930562871,-0.81897867
