,fisherz,fisherz_binary,hsic_test_gamma,hsic_test_gamma_stat,hsic_test_gamma_binary,kci,kci_binary,mv_fisherz,mv_fisherz_binary,local_score_cv_general_10_0.01,local_score_cv_general_10_0.05,local_score_cv_general_10_0.1,local_score_cv_general_binary,if_cause_is_dicrete,if_effect_is_dicrete,mutual_info,cond_mut_info,additive_noise_model,RESET_is_nonlinear,RESET_linear_lm_pval,RESET_linear_reset_fitted_pvalue,RESET_linear_reset_exog_pvalue,RESET_linear_reset_pricomp_pvalue,RESET_linear_reset_chisq_fitted_pvalue,RESET_linear_reset_chisq_exog_pvalue,RESET_linear_reset_chisq_precomp_pvalue,local_score_BIC_0.1,local_score_BIC_0.5,local_score_BIC_1,local_score_BIC_1.5,local_score_BIC_binary,degenerate_score,degenerate_score_binary,Label
M3_Mixed_X38_causes_M3_Mixed_X10,0.0,1,0.0,16.427787219806085,1,0.0,1,0.0,1,21132.7132383828,21134.48847448034,21136.237689642858,0,3,3,0.1510294877596889,1.703822843289866,0.6518518395325317,0,0.1449916211157254,0.3775526481522868,0.3775526481608002,0.3775526481608002,0.3772291304445249,0.3772291304530118,0.3772291304530142,-6150.343765740918,-6150.343765740918,-6150.343765740918,-6150.343765740918,0,1952.0339292236224,1,0
C1_Mixed_X13_causes_C1_Mixed_X26,0.837503544582537,0,0.0,3.187108096596336,1,0.0,1,0.837503544582537,0,21174.268763226508,21174.18751036799,21174.288011776887,1,3,3,0.0307465337661252,-0.0001642891942881,0.6229207472483042,0,0.8470507722211935,0.5334814534634141,0.5334814534625604,0.5334814534626593,0.5333088849501191,0.5333088849492285,0.5333088849493175,-6030.426344567491,-6030.426344567491,-6030.426344567491,-6030.426344567491,0,1832.116508050196,1,0
N1_Nonlinear_X95_causes_N1_Nonlinear_X94,0.052793573378262,0,0.6866357092125303,0.2753701683451852,0,6.28992413709284e-11,1,0.052793573378262,0,21207.495237544234,21207.232693710925,21207.128959024576,1,3,3,0.0,-0.0004717383784491,0.8265933362137404,0,0.5592268912333642,0.682324064466669,0.6823240744893364,0.6823240744890677,0.6822661839352627,0.6822661939642024,0.6822661939639556,-5476.465055336841,-5476.465055336841,-5476.465055336841,-5476.465055336841,0,1278.155218819545,1,0
7_causes_2,1.5915319728776467e-08,1,0.0,5.512572201124533,1,1.7751746739236294e-09,1,1.5915319728776467e-08,1,5665.61614500173,5665.624156115404,5665.846726701406,0,2,2,0.8414321384645156,0.0372905830633905,0.0011499133732724,1,0.0313727371306582,0.0319156973803755,0.0319156968602195,0.0319156968969726,0.0312680274339668,0.0312680269185621,0.0312680269549783,3806.87588691037,3806.87588691037,3806.87588691037,3806.87588691037,1,-5933.215156047565,0,1
M1_Mixed_X8_causes_M1_Mixed_X30,0.7157200173127831,0,0.0138446842684615,0.7002303042027931,1,0.4324919031750275,0,0.7157200173127831,0,21161.06706119409,21160.933764811147,21160.893411908837,1,3,2,0.0062021240519567,1.643229651572529,0.0643665489874976,1,0.0158314327968958,0.0120560117981782,0.0261399128878086,0.0261399128877708,0.0118994157533408,0.0258375586664922,0.0258375586664526,-5719.993410068989,-5719.993410068989,-5719.993410068989,-5719.993410068989,1,1487.8920579011192,0,0
M2_Mixed_X31_causes_M2_Mixed_X44,0.0571255197075462,0,0.0,3.7166157084915574,1,0.0,1,0.0571255197075462,0,21165.12952452736,21165.01253502876,21165.16654097558,0,3,3,0.0384967461160696,1.5124253011985966,0.2819227420242642,0,0.6484938637612601,0.4835542485191146,0.4835542484995559,0.4835542484995559,0.4833354737506089,0.483335473731016,0.4833354737310206,-5924.575110718967,-5924.575110718967,-5924.575110718967,-5924.575110718967,1,1726.2652742016728,0,0
M1_Mixed_X26_causes_M1_Mixed_X36,0.0080422504401747,1,0.0133162210874323,0.7900356345549465,1,5.7852754919984775e-08,1,0.0080422504401747,1,21011.22265282436,21011.10862804849,21011.06687052223,0,2,2,0.0141892385545165,1.5974007892349449,0.0004377532580319,0,0.4876888128166008,0.5839424376179185,0.5839424328725273,0.583942432870393,0.5838131157649713,0.5838131110157401,0.5838131110136031,2851.3491319840687,2851.3491319840687,2851.3491319840687,2851.3491319840687,1,-4667.786480882936,1,0
M3_Mixed_X19_causes_M3_Mixed_X39,0.7200992467052081,0,0.0256604989050196,0.6524005744761576,1,0.0,1,0.7200992467052081,0,21164.66668562103,21164.416505004316,21164.33153346606,1,3,3,0.00589224167412,1.703822843289866,0.071984745682279,0,0.25157754704658,0.2955097698950011,0.2955099161138307,0.2955099161129755,0.2951064565416592,0.2951066028950141,0.2951066028941644,-5828.594549923025,-5828.594549923025,-5828.594549923025,-5828.594549923025,1,1630.2847134057292,0,0
M1_Mixed_X16_causes_M1_Mixed_X38,0.0002384422631966,1,0.0366089718524357,0.6109717116032352,1,0.0086637340418049,1,0.0002384422631966,1,21010.00818631432,21009.908315252487,21009.89213799491,0,2,3,0.0009057810621908,1.6600610937162337,0.7069841619454587,0,0.674754294549442,0.0536501048115617,0.0536500999742094,0.0536500999741767,0.0532419161604101,0.0532419113357925,0.0532419113357598,2867.3224488640885,2867.3224488640885,2867.3224488640885,2867.3224488640885,1,-4618.67239307067,0,1
M2_Mixed_X32_causes_M2_Mixed_X38,0.0,1,0.0,11.514358309422612,1,0.0,1,0.0,1,21155.015777177403,21155.90778889582,21156.38907746938,1,3,2,0.1664049153703617,1.3758501706611082,0.0,0,0.3834505824778464,0.5062954315202108,0.5062954315189798,0.506295431518885,0.5060980691442882,0.5060980691430383,0.5060980691429307,-5802.270893840946,-5802.270893840946,-5802.270893840946,-5802.270893840946,0,1915.0764556484796,1,1
C1_Mixed_X45_causes_C1_Mixed_X6,0.0,1,0.0,20.128233843161063,1,0.0,1,0.0,1,21158.920441551825,21162.12541977982,21164.646302430163,0,3,3,0.2293681180241966,0.0344388507585033,0.3037566861781765,1,0.019132351480977,0.0017014036167066,0.0017014036167661,0.0017014036167723,0.0016448562685784,0.0016448562686365,0.0016448562686426,-6577.871471936813,-6577.871471936813,-6577.871471936813,-6577.871471936813,0,2379.5616354195186,1,0
M1_Mixed_X40_causes_M1_Mixed_X2,0.237219657321122,0,0.0010332086484367,1.1166379214023143,1,0.9468239572460756,0,0.237219657321122,0,21153.992739031244,21154.404064596292,21154.47239249878,1,3,2,0.0,1.7105554201473476,2.4169850259880832e-05,0,0.7163576349323105,0.8055859957013497,0.8055859962993421,0.8055859962992616,0.8055874012152557,0.8055874018134733,0.8055874018133857,-5766.783799573231,-5766.783799573231,-5766.783799573231,-5766.783799573231,0,1603.8345041196164,1,0
M3_Mixed_X33_causes_M3_Mixed_X29,0.0680652966447987,0,0.0505667364262444,0.4581222078218435,0,0.0680717592648603,0,0.0680652966447987,0,21152.903324950865,21152.82021644344,21152.774573042872,1,3,1,0.0124378745889406,1.703822843289866,0.0645079882645219,0,0.0762110677382356,0.1318328001179251,0.131832801428533,0.1318328014282765,0.1313387582954981,0.1313387596059119,0.1313387596056589,-5392.357941545934,-5392.357941545934,-5392.357941545934,-5392.357941545934,0,1194.048105028639,1,0
C1_Mixed_X31_causes_C1_Mixed_X1,2.220446049250313e-16,1,0.0,9.488630945196787,1,0.0,1,2.220446049250313e-16,1,21150.269304556747,21150.60627556929,21151.275600596255,0,3,3,0.0984196691078063,0.0082933243209751,0.9031907078113182,0,0.2759662200826608,0.2795263650588775,0.279526365055018,0.2795263650549276,0.2791086171676305,0.2791086171637381,0.2791086171637051,-5641.692471370915,-5641.692471370915,-5641.692471370915,-5641.692471370915,1,1443.38263485362,0,0
M2_Mixed_X38_causes_M2_Mixed_X46,0.4681994642391389,0,0.0567826038867055,0.5644733445895564,0,0.0,1,0.4681994642391389,0,21006.153750655965,21006.13937497562,21006.125038176797,0,2,3,0.0,1.3681557971097005,0.0643512263097625,0,0.0373848478702255,0.09701679727778,0.0969230538666823,0.0969230538662473,0.0965389693518988,0.0964453054479793,0.0964453054475509,2931.6103095082935,2931.6103095082935,2931.6103095082935,2931.6103095082935,1,-4451.656314658962,0,0
M2_Mixed_X3_causes_M2_Mixed_X10,1.5179102419438095e-10,1,0.0,8.167976215314852,1,0.0,1,1.5179102419438095e-10,1,21154.743463122333,21155.27193789501,21155.95443930261,1,3,3,0.0697058213336951,1.5124253011985966,0.0839919528576585,0,0.1231012876291084,0.2672273210991398,0.2672273210698712,0.2672273210701413,0.2667988866793999,0.2667988866500847,0.2667988866503279,-5884.588458492892,-5884.588458492892,-5884.588458492892,-5884.588458492892,0,1686.2786219755974,1,1
C1_Mixed_X34_causes_C1_Mixed_X12,0.2900059707554716,0,0.0047186624456857,0.7889681472526521,1,0.0,1,0.2900059707554716,0,21157.20906048257,21156.89023497946,21156.824062953114,0,3,3,0.0,0.0012183334025242,0.0268917384937719,0,0.3146670332141273,0.0709511412110916,0.0709461888296657,0.0709461888296657,0.0705058378996009,0.0705008940390917,0.07050089403909,-5634.509845812053,-5634.509845812053,-5634.509845812053,-5634.509845812053,1,1436.2000092947587,0,0
M2_Mixed_X28_causes_M2_Mixed_X6,0.0149249464675875,1,0.5755509799090637,0.2738572848914091,0,0.7440299485285262,0,0.0149249464675875,1,21069.38139742119,21069.156896943427,21069.058375557463,0,2,3,0.0122670764781074,1.4513512111342972,0.8544323909134434,0,0.6862459196874449,0.0,0.0763244473543016,0.5862849052716477,0.0,0.0758707987928808,0.5861731573862945,392.0098348531137,392.0098348531137,392.0098348531137,392.0098348531137,1,-4511.608636181592,0,0
M1_Mixed_X11_causes_M1_Mixed_X13,0.0001304000158866,1,0.6038046746880695,0.0270949956267497,0,0.0,1,0.0001304000158866,1,20838.29180388101,20838.28366761402,20838.27837997977,0,1,1,9.04358892571122e-05,1.7615306449254244,0.6000725790223572,0,1.0,8.337644996731805e-223,0.0,8.337645003906311e-223,0.0,0.0,0.0,-2005.7510041690573,-2005.7510041690573,-2005.7510041690573,-2005.7510041690573,-1,-2192.5588323482384,-1,0
M2_Mixed_X33_causes_M2_Mixed_X47,0.4772648823573899,0,0.0,3.699074583204851,1,0.0,1,0.4772648823573899,0,21148.719240606944,21148.71211354737,21148.83233032697,0,3,3,0.0227658894839875,1.5124253011985966,0.5678938478074768,0,0.8764853544802709,0.978692586180658,0.978692586180658,0.978692586180658,0.9787008761584256,0.9787008761584028,0.9787008761583984,-5628.146840797981,-5628.146840797981,-5628.146840797981,-5628.146840797981,0,1429.8370042806853,1,0
C1_Mixed_X25_causes_C1_Mixed_X37,0.0011963033554647,1,0.0078878111829304,0.74097973390113,1,0.0,1,0.0011963033554647,1,21172.28360256797,21172.114727763856,21172.07892844698,0,3,3,0.0062698784759058,-0.0005539725829568,0.6092447346898118,0,0.8629633967862484,0.8074621414422728,0.8074621415416745,0.8074621415416745,0.8074641469701723,0.8074641470696154,0.8074641470696091,-5688.631889830169,-5688.631889830169,-5688.631889830169,-5688.631889830169,0,1490.3220533128742,1,1
M3_Mixed_X27_causes_M3_Mixed_X45,0.981892741917513,0,0.0019714843261662,0.8420833611802677,1,0.1461088546893586,0,0.981892741917513,0,20837.90969759727,20838.07845019234,20838.15022577594,0,1,3,0.0020814000504936,1.703822843289866,0.0009264940071833,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2005.7136162948807,-2005.7136162948807,-2005.7136162948807,-2005.7136162948807,1,-2192.5962202224155,0,0
C1_Mixed_X23_causes_C1_Mixed_X15,0.0012762633301979,1,0.3592211615439717,0.4078194435945579,0,0.0,1,0.0012762633301979,1,21154.649925923884,21154.457993226355,21154.36787628312,0,3,3,0.0270003758524346,0.0027720927423319,0.5124236960473636,0,0.494398884411481,0.6769031240814112,0.7562232181195191,0.7562232181195991,0.6768342139263634,0.7562054203043894,0.7562054203044805,-5687.391445252728,-5687.391445252728,-5687.391445252728,-5687.391445252728,0,1489.0816087354326,1,0
C1_Mixed_X41_causes_C1_Mixed_X1,0.2714502116206601,0,0.0011635212808677,0.8917981377474157,1,0.5230334288327574,0,0.2714502116206601,0,21164.41272455325,21164.146815635,21164.10177198647,0,3,3,0.0498217250865611,-0.0016052241896821,0.2536146118694354,0,0.42904196205522,0.5790630500345664,0.5790630523767011,0.579063052376841,0.5789297208753947,0.5789297232194723,0.5789297232196233,-5341.828991311371,-5341.828991311371,-5341.828991311371,-5341.828991311371,1,1143.5191547940765,0,0
C1_Mixed_X15_causes_C1_Mixed_X22,0.0,1,0.0013333138009511,0.9136377826452282,1,0.0,1,0.0,1,21161.350944758335,21161.097535321307,21161.03425535816,0,3,3,0.0,-0.003833501807185,0.0004250995593092,0,0.7317667500073703,0.8440655348977995,0.8440860443816032,0.8440860443815632,0.8440772245750376,0.8440977383757646,0.8440977383757067,-5539.646624299901,-5539.646624299901,-5539.646624299901,-5539.646624299901,1,1341.336787782605,0,0
M2_Mixed_X37_causes_M2_Mixed_X11,0.2364770340100017,0,0.0388206793491664,0.6931018575955975,1,0.5892478133763004,0,0.2364770340100017,0,21036.739221696153,21036.674938498323,21036.63846210182,0,2,2,0.0184700268024054,1.3257455592540268,2.0905931774617417e-07,0,0.1833646622786245,0.3445322924603092,0.344532467862206,0.3445324678612784,0.344175917118851,0.3441760926935254,0.3441760926926218,3047.3421861409297,3047.3421861409297,3047.3421861409297,3047.3421861409297,1,-3867.2878674989015,1,0
C1_Mixed_X20_causes_C1_Mixed_X47,0.2427172042233767,0,8.46585307523462e-07,1.4810197978556014,1,0.0,1,0.2427172042233767,0,21169.13040709523,21168.95832042764,21168.941119283612,1,3,3,0.0129021556930242,0.0014994210598671,0.027394163139064,0,0.5742629889215862,0.5769697761824639,0.576969776517203,0.5769697765171683,0.576834715798825,0.5768347161338392,0.5768347161338252,-5612.56957471216,-5612.56957471216,-5612.56957471216,-5612.56957471216,0,1414.2597381948656,1,0
M2_Mixed_X30_causes_M2_Mixed_X44,0.0,1,0.0,15.093609909210038,1,0.0,1,0.0,1,21137.272986140768,21138.79279501216,21140.215461612097,0,3,3,0.1321914082161388,1.5124253011985966,0.2387507153378174,0,0.6441345104878333,0.2162158733382272,0.2162158733379782,0.2162158733379884,0.2157486783652813,0.2157486783650552,0.2157486783650283,-6107.256960618005,-6107.256960618005,-6107.256960618005,-6107.256960618005,1,1908.9471241007093,0,1
C1_Mixed_X18_causes_C1_Mixed_X8,9.380034689465688e-05,1,0.7084944690344404,0.2733673048515275,0,0.0,1,9.380034689465688e-05,1,21147.630205648573,21147.262384765017,21147.10951084023,0,3,3,0.0056009060172934,0.0009811242136703,0.7634991676900943,0,0.1374727550441758,0.9961259677510184,0.5202688454563347,0.5202688454561095,0.9961277707111738,0.5200843446030674,0.5200843446028647,-5876.9584659499205,-5876.9584659499205,-5876.9584659499205,-5876.9584659499205,0,1678.6486294326244,1,0
214_causes_234,0.1586793525953702,0,1.2887468869848817e-12,2.440884876196628,1,0.4802781913267056,0,0.1586793525953702,0,2985.43110471423,2989.088539988125,2990.525428569834,1,3,3,0.1177578908539347,0.0026135779726246,0.2503578546828044,1,0.008521621715318,0.0081047484527451,0.0081047484514001,0.008104748451398,0.0076761741357618,0.007676174134461,0.007676174134459,-2054.6963128313305,-2054.6963128313305,-2054.6963128313305,-2054.6963128313305,1,538.6965565435881,0,1
C1_Mixed_X1_causes_C1_Mixed_X24,6.012745856764923e-12,1,0.0,8.872010392882455,1,0.0,1,6.012745856764923e-12,1,21168.069377705782,21168.43488953125,21169.097625631963,0,3,3,0.0756416879458248,0.0042154404632507,0.6312931271266019,0,0.620312555536414,0.9307201959203047,0.9307201959266396,0.9307201959265688,0.9307377871940032,0.9307377872003368,0.9307377872002632,-6170.934706154416,-6170.934706154416,-6170.934706154416,-6170.934706154416,0,1972.6248696371215,1,1
C1_Mixed_X49_causes_C1_Mixed_X31,0.1232623722151613,0,0.0,4.446771766952498,1,0.0,1,0.1232623722151613,0,21147.83242385992,21147.714348887588,21147.8251578257,0,3,3,0.0336683873239191,0.0053156682560359,0.6707985597739747,0,0.2683375514071075,0.3057762350541781,0.3057762350959497,0.305776235096114,0.3053824650290354,0.3053824650708586,0.3053824650710223,-5636.212758505837,-5636.212758505837,-5636.212758505837,-5636.212758505837,0,1437.9029219885406,1,0
M3_Mixed_X6_causes_M3_Mixed_X33,4.099660610989986e-10,1,0.0,5.078560831595739,1,0.0,1,4.099660610989986e-10,1,20903.64449407132,20903.603956811556,20903.65363715819,0,2,3,0.0779024653300854,1.6389015664498623,0.7058501486415398,1,0.0075928588301447,0.0,1.6732102910471558e-51,1.2588690783962617e-42,0.0,7.7710190000277605e-56,1.8957870762996433e-45,390.8158982486002,390.8158982486002,390.8158982486002,390.8158982486002,0,-4278.97254790769,1,1
M1_Mixed_X26_causes_M1_Mixed_X46,0.0472225471997911,1,0.0123133469936782,0.7183943692362829,1,0.7191016682747282,0,0.0472225471997911,1,21011.18475465403,21011.077137041724,21011.04206721159,0,2,3,0.0,1.649962228430011,0.2824373127406723,0,0.9634874041956124,0.2222679529441262,0.2222677699667627,0.2222677699667174,0.2218047671643843,0.2218045840629746,0.221804584062913,2854.59012629299,2854.59012629299,2854.59012629299,2854.59012629299,1,-4465.075895296353,0,0
C1_Mixed_X44_causes_C1_Mixed_X16,0.6026512476002011,0,9.114820009870071e-11,2.141124701387464,1,0.0,1,0.6026512476002011,0,21159.36898110141,21159.288681316284,21159.33339563157,1,3,3,0.0,4.943633939150211e-05,0.1402942194685064,0,0.9403947646932598,0.7203975133718692,0.7203975133525006,0.7203975133525006,0.7203618864852217,0.7203618864658483,0.7203618864658596,-5830.296045333962,-5830.296045333962,-5830.296045333962,-5830.296045333962,0,1631.9862088166674,1,0
N1_Nonlinear_X93_causes_N1_Nonlinear_X84,0.0160008616659748,1,0.8368856872153841,0.1876296693644639,0,0.0,1,0.0160008616659748,1,21212.01028424278,21211.71902648337,21211.61039065563,1,3,3,0.0,3.2034265038149176e-16,0.9768794630434936,0,0.7147388769507392,0.9707349411074128,0.9707350264173404,0.9707350264173404,0.9707455494353894,0.9707456347223316,0.9707456347223212,-5322.116501370598,-5322.116501370598,-5322.116501370598,-5322.116501370598,1,1123.806664853302,0,0
C1_Mixed_X9_causes_C1_Mixed_X31,0.0371392057078634,1,0.5826123669853609,0.288059227713709,0,0.0,1,0.0371392057078634,1,21163.581118795955,21163.33593160369,21163.247303797023,1,3,3,0.0,0.0036360817343614,0.888024460706359,0,0.0632243893174175,0.0886577045551445,0.0886576115194462,0.0886576115192675,0.0881879155690027,0.0881878226339892,0.0881878226338116,-5734.113744506584,-5734.113744506584,-5734.113744506584,-5734.113744506584,0,1535.803907989289,1,0
M1_Mixed_X9_causes_M1_Mixed_X28,0.0,1,0.0,29.607252088078752,1,0.0,1,0.0,1,21150.461755482356,21153.06224842612,21154.881919340543,1,3,2,0.2540685917673393,1.7095936234534217,0.0,1,0.0002027740313085,6.748005808716694e-10,6.74800580856856e-10,6.748005808705927e-10,4.817670128523646e-10,4.817670128414613e-10,4.817670128515387e-10,-6352.289740325448,-6352.289740325448,-6352.289740325448,-6352.289740325448,1,2650.675357240618,0,1
C1_Mixed_X43_causes_C1_Mixed_X46,0.0,1,0.0,23.341764478062316,1,0.0,1,0.0,1,21152.611518908387,21155.52413462523,21158.28672587015,1,3,3,0.23497214063749,0.0344005141930573,0.0719853968050985,0,0.1593713903269814,0.1623808188127336,0.1623808188115344,0.1623808188115923,0.1618885973649896,0.1618885973637732,0.1618885973638443,-6347.544723459359,-6347.544723459359,-6347.544723459359,-6347.544723459359,1,2149.234886942063,0,1
M3_Mixed_X50_causes_M3_Mixed_X5,1.8125501100030302e-11,1,5.80086423340731e-10,2.034494188647628,1,0.0,1,1.8125501100030302e-11,1,21148.999157742604,21148.716637445617,21148.7233121892,0,3,3,0.0264507848070083,1.703822843289866,0.7098645428035446,0,0.8317392630034778,0.2456390769589587,0.2456390768902642,0.2456390768902642,0.2451929880058315,0.2451929879371059,0.2451929879371097,-5531.799759960309,-5531.799759960309,-5531.799759960309,-5531.799759960309,1,1333.489923443013,0,0
M2_Mixed_X22_causes_M2_Mixed_X39,0.8533871400982043,0,0.011813639062572,0.7546522854270777,1,0.95998228087388,0,0.8533871400982043,0,21005.473205534065,21005.36496219642,21005.31499183087,0,2,3,0.0349054249561482,1.368636695456663,0.0879220867999663,0,0.6083150651426417,0.956848042301033,0.9568923538768684,0.9568923538790004,0.9568619039515578,0.9569062066386445,0.9569062066407809,1661.0620408691552,1661.0620408691552,1661.0620408691552,1661.0620408691552,1,-5296.053880318927,0,0
M3_Mixed_X8_causes_M3_Mixed_X40,0.0960032691935139,0,0.0260247742093313,0.452062822180017,1,0.1073133568614916,0,0.0960032691935139,0,20902.173225734114,20902.16887443948,20902.17478705073,1,2,1,0.0017936136099901,1.6648700771858638,2.1830418583945743e-09,0,0.9316481561798158,5.5062911825172126e-105,0.1463682329455119,0.8495437924460438,4.738114942533167e-124,0.1458739190472827,0.8495286932326502,383.89366730279784,383.89366730279784,383.89366730279784,383.89366730279784,1,-4360.693727809514,0,0
C1_Mixed_X9_causes_C1_Mixed_X44,0.0,1,0.4780364569094392,0.2922897618284768,0,0.0,1,0.0,1,21163.75375254284,21163.516220710422,21163.408364832,1,3,3,0.0279710085443145,-0.0001731662429207,0.7711267869898638,0,0.1561803325269581,0.539606886224211,0.53960460372587,0.5396046037255715,0.5394397695412605,0.5394374850212089,0.5394374850208954,-5733.963998113408,-5733.963998113408,-5733.963998113408,-5733.963998113408,1,1535.654161596112,0,0
M1_Mixed_X3_causes_M1_Mixed_X25,0.1520980658624935,0,0.0521779697597778,0.5503081938290164,0,0.0,1,0.1520980658624935,0,21168.84871031137,21168.66081576776,21168.58125226151,1,3,3,0.0,1.7615306449254244,0.0395099049448106,0,0.7882877651136773,0.970327099319568,0.9703271099651444,0.9703271099651444,0.9703378171219998,0.97033782776472,0.9703378277646918,-5526.681811537348,-5526.681811537348,-5526.681811537348,-5526.681811537348,0,1328.3719750200528,1,0
M3_Mixed_X17_causes_M3_Mixed_X27,0.1524660364281782,0,2.4630875117281903e-10,3.3611408205049336,1,0.0,1,0.1524660364281782,0,21067.58636310271,21067.60270879274,21067.69629078737,1,2,1,0.015495263828806,1.6586183986753449,0.0,1,4.8652494105471434e-08,2.753835673690011e-121,4.362700596104149e-10,2.4227477289205736e-07,3.5126523199013257e-147,3.073238575967589e-10,2.0724473558167266e-07,330.7906092089764,330.7906092089764,330.7906092089764,330.7906092089764,0,-4463.878729170177,1,1
M1_Mixed_X38_causes_M1_Mixed_X47,0.0288459659672279,1,0.2848332245276107,0.3658052438118547,0,0.4694799230983802,0,0.0288459659672279,1,21166.366142023304,21166.22321679433,21166.145548134704,1,3,2,0.005228812269773,1.6566948052874928,0.5307319400497885,0,0.8970712403758687,0.9797958910975192,0.9797958912408224,0.9797958912408224,0.9798038311036482,0.9798038312469284,0.9798038312469334,-5535.987599661607,-5535.987599661607,-5535.987599661607,-5535.987599661607,0,1290.9294314030888,1,1
M3_Mixed_X5_causes_M3_Mixed_X41,2.9407536349168595e-05,1,0.5130303418240701,0.2968831901551757,0,0.0,1,2.9407536349168595e-05,1,21161.387135933175,21161.17288899167,21161.08638444119,1,3,3,0.0171675403030651,1.703822843289866,0.5865946096008627,0,0.8521698572092337,0.7145155727709156,0.8329951504496934,0.8329951504497333,0.7144615973234094,0.8330043251960266,0.8330043251961098,-5489.93830447117,-5489.93830447117,-5489.93830447117,-5489.93830447117,0,1291.6284679538744,1,0
M2_Mixed_X40_causes_M2_Mixed_X43,0.0228362182768679,1,0.8318131854739315,0.2048911990738119,0,0.6539306552618248,0,0.0228362182768679,1,21159.34446045352,21159.08837596927,21158.961060402256,0,3,3,0.0203274611403223,1.5124253011985966,0.9906857040669168,0,0.8701360698120597,0.9002505339750951,0.9002505379359866,0.9002505379361,0.9002690219984787,0.9002690259595129,0.9002690259595978,-5711.81232780836,-5711.81232780836,-5711.81232780836,-5711.81232780836,1,1513.5024912910667,0,0
M1_Mixed_X33_causes_M1_Mixed_X48,0.0507985432008619,0,0.1301013513750412,0.4517127878991922,0,0.0381430555165362,1,0.0507985432008619,0,21160.63467289639,21160.46940488011,21160.409900200382,1,3,2,0.0,1.7600879498845354,0.0002960464589992,0,0.5638958260238274,0.7495776377484935,0.7495776376452385,0.749577637645517,0.749556770908923,0.7495567708056003,0.7495567708058724,-5706.277167734435,-5706.277167734435,-5706.277167734435,-5706.277167734435,0,1505.3347210606826,1,0
M3_Mixed_X26_causes_M3_Mixed_X11,0.2331073295388637,0,0.0447257626611876,0.6068187371877727,1,0.8861233498622586,0,0.2331073295388637,0,21165.575874110626,21165.437145692908,21165.38553098526,1,3,2,0.0187369224206213,1.6316880912454177,0.2154853546740091,0,0.2705300028051007,0.0170515754415218,0.0170515858913547,0.0170515858913659,0.0168081876366477,0.0168081980067185,0.0168081980067281,-5754.974381396427,-5754.974381396427,-5754.974381396427,-5754.974381396427,0,1534.457481614804,1,0
58_causes_37,0.2002638675213952,0,0.0,2.499847276619714,1,0.0118093361240052,1,0.2002638675213952,0,416.5136857445151,415.96311262106855,415.9257662175846,0,3,3,0.1192916799452827,3.2034265038149176e-16,0.0071241210628969,0,0.990515603332604,0.7087231011428863,0.7087231011429247,0.7087231011429727,0.708376075469985,0.7083760754700286,0.7083760754700741,-736.8656689686946,-736.8656689686946,-736.8656689686946,-736.8656689686946,0,248.0315264849837,1,1
C1_Mixed_X36_causes_C1_Mixed_X25,4.380940055170868e-13,1,0.0013887744242261,0.8689429859140667,1,0.0,1,4.380940055170868e-13,1,21148.455020220554,21148.17044894927,21148.112921927095,0,3,3,0.0306573718599283,-0.0007835278873992,0.681282124320579,0,0.5717178406732089,0.5780064703281179,0.5780064712291411,0.5780064712290371,0.5778722682337414,0.5778722691354761,0.5778722691354021,-5416.9672837325315,-5416.9672837325315,-5416.9672837325315,-5416.9672837325315,1,1218.6574472152372,0,0
C1_Mixed_X35_causes_C1_Mixed_X42,0.4571235356477012,0,0.0149339880463474,0.7025260566377275,1,0.0,1,0.4571235356477012,0,21159.51249234504,21159.306379091933,21159.228246511462,1,3,3,0.0155888451239363,0.0006840341192936,0.1299573405231674,0,0.2999821485452618,0.4414106471431769,0.4414101794289159,0.4414101794286893,0.441150912601754,0.4411504444256414,0.4411504444254046,-5830.381936427567,-5830.381936427567,-5830.381936427567,-5830.381936427567,0,1632.0720999102716,1,0
M1_Mixed_X15_causes_M1_Mixed_X38,0.046518434159837,1,0.1723519287113958,0.4651546501790242,0,0.0,1,0.046518434159837,1,21162.967630153493,21162.839352792827,21162.79214381443,0,3,3,0.0131510613061873,1.7615306449254244,0.2416789920095291,0,0.1878967149562675,0.5995587765736948,0.5971810080561902,0.5971810080565809,0.5994420084005323,0.5970623556758932,0.5970623556762682,-5734.13646931903,-5734.13646931903,-5734.13646931903,-5734.13646931903,0,1535.8266328017353,1,0
N1_Nonlinear_X90_causes_N1_Nonlinear_X59,0.1232879123639609,0,0.0095215918417372,0.7514960096172227,1,0.1121567102942104,0,0.1232879123639609,0,21161.021694069743,21160.81437815497,21160.73542743997,1,3,3,0.0121220356842748,-0.0023010604236823,0.3657425180504151,1,0.0280828120970812,0.0333992052230701,0.0333992017701918,0.0333992017701929,0.0330607844144248,0.0330607809769401,0.0330607809769411,-5449.3626567136025,-5449.3626567136025,-5449.3626567136025,-5449.3626567136025,1,1251.0528201963057,0,0
M2_Mixed_X17_causes_M2_Mixed_X50,0.0024126703643641,1,0.0112920715909449,0.5917159542605898,1,0.0257614993211788,1,0.0024126703643641,1,20977.88002975665,20977.83945738642,20977.840241703092,1,2,2,0.0092252536551346,1.325411543350889,9.492406860545088e-14,0,0.6521985903435396,0.2566842365509683,0.2566842379869037,0.2566842379867451,0.2562469871004675,0.2562469885375784,0.2562469885374059,2510.3589200781785,2510.3589200781785,2510.3589200781785,2510.3589200781785,1,-5169.399718703292,0,0
